epoch,learning_rate,train_total,train_reconstruction,train_kl,train_perceptual,train_mse,train_mae,train_psnr,train_ssim,val_total,val_reconstruction,val_kl,val_perceptual,val_mse,val_mae,val_psnr,val_ssim
10,0.00019411763651094546,0.027733732330460545,0.013064816352141049,1.0221254748438611e-05,0.01465869476980641,0.04093981533560602,0.12310390070702364,22.17705279141289,0.5775330118093897,0.028470873269716642,0.013803026468232513,2.1798743701236167e-05,0.014646048082631691,0.042594636077488916,0.1273633736878725,21.982622573928577,0.5652425248621574
11,0.00019301276034588104,0.027265312580637774,0.012908588344767198,1.1334496567256727e-05,0.014345389736652281,0.04063257281396989,0.12219962944209287,22.26117947981473,0.5801620315368781,0.026901985401844672,0.012877453582726682,8.532202815869495e-06,0.014015999619648388,0.042274709081214154,0.12484203877780016,22.02515639045275,0.5763073281348486
12,0.00019181658525555613,0.026915876258533658,0.012807668197340678,7.96067166688536e-06,0.014100247373549655,0.04016935143452931,0.12132922170341927,22.320684357331604,0.5830706772885115,0.02634538277097262,0.012575980569340792,4.086536826469987e-06,0.013765315704910127,0.03968438555648182,0.1207793849905862,22.33751404955672,0.5835467976905045
13,0.00019053029172036898,0.026666701122614666,0.0126960979377025,1.4715515136952886e-05,0.013955887692611454,0.039654320970094345,0.12050366305712437,22.37546331927445,0.5851842990721035,0.026482610924355086,0.012357814141647992,1.588852738470181e-05,0.014108908233918561,0.0387731181531612,0.1197825752818609,22.456157696998947,0.5837034114973111
14,0.00018915514915674264,0.02631289447927203,0.012584448167131687,1.2540628545337458e-05,0.013715905697105464,0.039438583468632125,0.11975021171318619,22.424322816122586,0.5878297247896618,0.02951013381290474,0.01313121015223947,0.0002640149704848081,0.016114908728712626,0.04106844501883855,0.12541739348339592,22.108860697030792,0.5761767584226173
15,0.00018769251466436445,0.02598954164408405,0.012446838169308883,7.906625942410983e-06,0.013534796878888781,0.03894740366900759,0.11880223908877427,22.467829263767637,0.5902967383712576,0.02613452628518416,0.012425666734863708,5.087125057190123e-06,0.013703772444817032,0.03811111315415821,0.11821841642019787,22.5206060738366,0.5886761038353898
16,0.00018614383168689242,0.025792569444813538,0.012383519488448312,8.60800916388917e-06,0.013400441940226621,0.038770496538927945,0.1184001136640516,22.508691589614205,0.5918324916956136,117.42866934946112,0.03156424417397025,117.34195098872641,0.05515471272098673,0.14400112443262914,0.21700988049436218,18.908720620260414,0.45990276607886504
17,0.00018451062858745054,0.025600196761459863,0.012308749792373992,1.67207771289525e-05,0.01327472615111385,0.03850750564162983,0.11787906994472933,22.53765162159596,0.5934395722303797,0.025225484486178187,0.012080314311639098,1.624370110436152e-05,0.013128926486399779,0.03768981685492079,0.11688464020474565,22.614487108505262,0.5935018894212406
18,0.00018279451714031894,0.025335866359718517,0.012218126164289462,6.8992148175146934e-06,0.01311084095559979,0.03814820788071542,0.11718080704334276,22.586501737504257,0.5953088553508274,0.02644216568116398,0.012371422249787873,8.874730629850385e-06,0.014061868642950939,0.037887798527276,0.11730604336658014,22.576211414729823,0.5926635424780091
19,0.0001809971909403073,0.025524701927524974,0.012299328637909753,7.095147696302717e-05,0.013154421821339114,0.03853343738817558,0.11783327523502443,22.548177170007918,0.5936323677460114,0.02602945607742504,0.01208238547721764,1.3330193798532099e-05,0.013933740409504371,0.03674733033757682,0.11561402402397802,22.718889631226336,0.5978786423521109
20,0.0001791204237313812,0.02509945401418134,0.012142243719683175,1.2809390727021386e-05,0.012944400906870317,0.037943057353914594,0.11661191830919526,22.633380286295306,0.5969654162824904,3944493710499010.5,0.04893371698796941,3944493710499010.5,0.07085647066258541,0.27982040733607516,0.314219170185354,16.90516415708959,0.40320945927491575
21,0.00017716606765619107,0.024950900489944708,0.012112889612026207,9.175267455303518e-06,0.012828835587854843,0.03792685433986945,0.11637563685715883,22.645618420885814,0.5984649737175526,0.025337312640053282,0.011966970629415137,4.2980164631193e-06,0.013366043861128893,0.037073387018239284,0.1150549043435158,22.735112078447745,0.5990208026122787
22,0.00017513605142823076,0.02486241919006098,0.01205565135980189,3.0197782414907995e-05,0.012776570056737898,0.037659194347629855,0.11606883692697086,22.661328200464308,0.5990204819254891,0.02473568364714311,0.012219542391909664,6.92474316512855e-06,0.012509216548473697,0.03718224775529702,0.11492029421821648,22.726963724374542,0.5991840577571976
23,0.00017303237842843048,0.024514881897653284,0.011930878631808684,7.321898868104023e-06,0.01257668137469815,0.03711366152458697,0.11505175408749715,22.733328005022063,0.6017694361234623,0.02478925424397375,0.0119344156109683,9.47491681162468e-06,0.012845363716484074,0.03708010573914608,0.11467759098861204,22.73767726372273,0.600004564232499
24,0.0001708571247280615,0.02437336152820678,0.011893599711097894,6.533475249921568e-06,0.012473228342872136,0.03725692908992351,0.11497769611850156,22.733729509186187,0.6025392537944007,0.02525562940351066,0.012007977436161884,2.0751386652958477e-06,0.013245576899798162,0.03661957562135517,0.11502007281584631,22.765435955128062,0.5986522850707318
25,0.00016861243703990454,0.02417738034035542,0.011796955472816064,6.5243503678501015e-06,0.012373900537762744,0.036867247680483065,0.1143573777532595,22.78154845134906,0.6038788741231221,0.02375632037567364,0.011659702585584865,4.097646239549346e-06,0.012092520120490785,0.03746883037246521,0.11529189111806369,22.704159279501347,0.5991725272091141
26,0.00016630053059970337,0.024072187988573697,0.011774919699780853,6.052761181699708e-06,0.012291215519778102,0.03678126947527114,0.11405612452010261,22.795395262853486,0.6049155303782588,0.024230730639009997,0.01186214927643825,5.04368867139162e-05,0.012318144447598427,0.03704449834603305,0.11534449034608855,22.711386637544393,0.599363712654948
27,0.00016392368697999463,0.023956621794246794,0.011731593623616785,7.826057007273201e-06,0.012217202099002077,0.03661035926244824,0.11387416783979105,22.835016468285033,0.6053474540483997,0.024496382725248383,0.012005964111404978,5.884202318130575e-06,0.012484534490865527,0.03699530125967136,0.11490414076394594,22.7067470483333,0.6014790120227783
28,0.00016148425183847118,0.02393506282029685,0.01173933450229255,1.5143703272444953e-05,0.012180584625622153,0.03663649784254927,0.11373522232531579,22.832517897189962,0.6061113944845791,0.023886359712989386,0.011586795740691987,1.6293437271392036e-05,0.012283270513800564,0.03633684966876888,0.1144508036002483,22.814617945766656,0.6027299906951034
29,0.0001589846326031011,0.023649722731631226,0.011613661157181076,6.628361370450472e-06,0.012029433231976515,0.036156239480497926,0.11291678240919256,22.864595766718445,0.6082263003742034,0.024303089240356273,0.01190611546996897,1.7581175551051356e-06,0.012395215696891788,0.03549781447267004,0.11298623163499272,22.889036685787882,0.6065578832266081
30,0.000156427296096287,0.0235017414685081,0.011547441747692655,4.2963588975515094e-06,0.01195000336357574,0.03594826582841881,0.1125773675614803,22.914387913972437,0.608940859595146,0.024864741142875128,0.012015686762725809,2.632550952593034e-06,0.012846421896572856,0.03572475019094778,0.11349846322016116,22.86711022977099,0.6057655217183484
31,0.00015381476610041014,0.023434981850192608,0.011532027771880955,4.6021238771652905e-06,0.011898351951103963,0.03593220039062377,0.1123999747610681,22.925224978550137,0.6098446065431703,0.024378447455033612,0.011649578683964693,1.1537993619275652e-06,0.012727715086994447,0.035818115930936596,0.1127966301791434,22.86688371409574,0.6072744883054239
32,0.00015114962086716193,0.023648241780106705,0.011614025602667773,1.0049380162596117e-05,0.012024166777440047,0.03603925798625009,0.11275673202418238,22.8811595167964,0.6089196876847657,0.024263782043405284,0.011477925611054974,2.5823407951150556e-06,0.012783274093457165,0.03532988707895319,0.11246650155179723,22.925104842750248,0.6087586975196062
33,0.00014843449057312067,0.023242438105139998,0.011460925697322653,4.12027249509167e-06,0.011777392129484072,0.03548205583823499,0.11169514687394395,22.944822183463586,0.6117041549321115,0.023259691378982122,0.011472445984529721,7.784784280112412e-06,0.011779460543916348,0.03583898343790512,0.11204352055185424,22.938091651635016,0.6087323483153739
34,0.0001456720547240849,0.02314773385790792,0.011434802853607765,3.9281668184730845e-06,0.011709002831382619,0.03552563256076764,0.11167999287674597,22.968015168891856,0.6118653651090016,0.03680278727383476,0.013851536881070811,3.144496616997162e-05,0.02291980537906337,0.04274192985075796,0.12724808795424397,21.940205891767075,0.5735361373687946
35,0.0001428650395107247,0.023056483063876112,0.011382252782577379,5.842343001187688e-06,0.011668387965925928,0.03528552553431367,0.1113100504196085,22.981810153643153,0.6128291531101875,0.024200677135030938,0.011732773858323166,2.666999532618738e-06,0.012465236286282348,0.034850376635968384,0.11261260573057354,22.94214231673788,0.6078822931711955
36,0.00014001621511816064,0.022986954953023612,0.011374193568766679,4.999348628850747e-06,0.01160776204906943,0.03525657475071559,0.11099503471217914,23.018466062710417,0.6138881950514055,0.022528268001566362,0.011260966087580685,5.09352126968154e-06,0.01126220840900849,0.03542085278205671,0.11165479364664618,22.987298468335702,0.609983287643293
37,0.00013712839299212545,0.02281956856780387,0.011296382937184974,4.327596271999617e-06,0.01151885799023926,0.03517102773154885,0.1108121973345165,23.02685486170762,0.6148577432466342,0.022778980721423096,0.011472381908937665,1.6326956031126953e-06,0.011304966159093035,0.03529455681813032,0.11113731164029375,23.007307480414465,0.6113323301291402
38,0.00013420442306440647,0.0227421226562733,0.011276917475343056,3.925693010994164e-06,0.011461279516799504,0.03506863111734332,0.11056006660883716,23.04730239245232,0.6153883701219762,0.02318098671566635,0.01142195894284072,1.0665683869297832e-06,0.01175796121682289,0.034867896567110375,0.1101322646349895,23.060368713449567,0.6131725002830436
39,0.00013124719094030724,0.022733154755712446,0.01127787151830798,3.543536185955156e-06,0.0114517397149876,0.03498877361590757,0.11050590817634777,23.046497832535746,0.6156495463103285,0.023038623585003366,0.011201354222809387,5.324359783812973e-05,0.011784025728462977,0.03521106162406108,0.11087658415789596,23.023846752001425,0.6113638045377746
40,0.00012825961505090328,0.02258798979301849,0.011227759166544525,4.030740367289219e-06,0.011356199877380551,0.03497904544459219,0.11027244708934565,23.06340484792568,0.6163598906454103,0.023631286013787584,0.012211958527373348,2.3470879370921272e-06,0.011416980397806673,0.03744421944921484,0.11803062562681908,22.59454600608312,0.5946995550015135
41,0.00012524464377290298,0.022481221837466054,0.011175857360457193,3.2819062499024966e-06,0.011302082564347898,0.03484613208623507,0.1099561871215907,23.099800987733467,0.6172723443368849,0.02443896271767532,0.011712328045721797,1.436067763123334e-06,0.012725198602489529,0.03522024321094513,0.11129076835292151,22.976772501705433,0.613274982262733
42,0.00012220525251895595,0.022394934591526788,0.011135204237923847,3.7178105533144113e-06,0.011256012573923165,0.03455078090746646,0.10963055022230692,23.10945945201184,0.6179456504057584,0.023132819754230247,0.011557991933856171,5.6537384357602675e-06,0.011569174024548944,0.034368903039063314,0.11050882664944942,23.075971063744557,0.6157136716726004
43,0.00011914444080127957,0.022302149321280607,0.011110588940411056,3.4300549759161363e-06,0.011188130336667195,0.03454219718666439,0.10946801289684424,23.130888239745758,0.6185301048871215,0.02326516043454696,0.011322742519702559,1.3365548649314707e-06,0.011941081353154788,0.0345661897026068,0.11029150380370972,23.069890420846203,0.614827160555169
44,0.00011606522927150294,0.02221980049134285,0.011071118938922589,3.22179536447603e-06,0.011145459751982195,0.03431544065106528,0.10917302427032169,23.15471958454055,0.6192079710771434,0.023123989073361998,0.011378541720545943,8.14639101929113e-06,0.011737300831692778,0.034672451334043855,0.11030107710860951,23.07442742836051,0.6137875174998445
45,0.00011297065673964826,0.022195472774453134,0.011065196018569382,5.893418709691658e-06,0.011124383357614162,0.03441299231106265,0.10913595692528959,23.145083391513346,0.6195978269505547,0.022203273669939332,0.01111374032710622,2.842840390067974e-05,0.011061104924876207,0.03464162362676721,0.11028224621149052,23.06649539375507,0.6156343726325288
46,0.00010986377717519214,0.022093022906268307,0.011034457687341239,3.073751975668853e-06,0.011055491444780696,0.03420751186800309,0.10875549427773594,23.17597357915222,0.6207506912334798,0.02227045599239432,0.011099776965820521,6.461775654266731e-06,0.011164217241036547,0.03408213559259297,0.10941416536242995,23.160462787624525,0.616082960894335
47,0.00010674765669316666,0.022021499302812247,0.011010778038074268,3.3318926059659284e-06,0.011007389354258892,0.03420576091686173,0.10871197374787854,23.1710666136681,0.6208805825762003,0.022957777694298905,0.011410358014525517,1.4660901965258317e-06,0.011545953598364564,0.03441814734418739,0.10988685750016845,23.102910184137784,0.6158450207754909
48,0.00010362537052827374,0.02194735826119054,0.01098430089421172,3.191240366397169e-06,0.010959866132701413,0.03417622065293472,0.10857378985036348,23.186106005398713,0.6214282348626602,0.02254530134044851,0.011142977809838927,2.321689637402938e-06,0.011400001920112843,0.03443078629673652,0.10963660042102728,23.127321530343686,0.6173816458978633
49,0.00010049999999999998,0.02182123471496615,0.010920900352513007,2.688897187491133e-06,0.010897645493969321,0.033899470345316436,0.10809261527201054,23.214050456693485,0.6227568007455877,0.02295813472324629,0.011491234396311823,5.616018110987342e-06,0.01146128431705225,0.03412833903702089,0.11047808757903034,23.110050668292565,0.6124726991837773
50,9.737462947172621e-05,0.0218629640162448,0.010966832183576745,3.240335245619965e-06,0.010892891486134357,0.034039510694162084,0.10830622613759594,23.20270475207232,0.6219739136564326,0.022077310572818545,0.011102395922760105,1.1687447349730274e-05,0.010963227225533443,0.034150823194908794,0.10912010688249386,23.169227719816977,0.617570041065074
51,9.42523433068333e-05,0.0217179679465568,0.01089003296995846,6.5388819747615955e-06,0.010821396107536465,0.03384888015420605,0.10793473117555646,23.237683928849957,0.623069937932826,0.02353406868803156,0.011345812284246902,1.9363953401295748e-05,0.01216889244662987,0.034604037240452856,0.11106483265626303,23.04637510271169,0.6154594426667042
52,9.11362228248078e-05,0.021688661078992737,0.010870111612720217,3.323449021981591e-06,0.010815225990779066,0.03356928654486991,0.10764090868670106,23.24994162085924,0.6235569579870657,0.022728408282544837,0.011057259475997982,1.7825877408113725e-06,0.011669366273106678,0.034106726270230335,0.10841200833109525,23.183443384837293,0.6193710200744708
53,8.802934326035171e-05,0.02159837102766424,0.010849834669457527,2.1442234793704493e-06,0.010746392129653913,0.03357056998814537,0.10744155259773071,23.278078434023055,0.6245708727079329,0.02241673810449444,0.010976209068652902,3.5955672683448764e-06,0.011436933492852368,0.03381488233802453,0.1089809088361469,23.189014295029907,0.6172184147334108
54,8.4934770728497e-05,0.021472617452993472,0.010788555054393825,3.3308235391629906e-06,0.01068073155581014,0.03352630791628713,0.1074071990507654,23.282014155764323,0.6244045841977309,0.022200321293528825,0.011059845189812482,1.1931038404961278e-06,0.011139283028589951,0.03364905234415572,0.1091402756150454,23.175845547435735,0.619225898206387
55,8.185555919872038e-05,0.021398238574869274,0.01076002187591995,2.182438646194608e-06,0.010636034281777933,0.0333490827726369,0.10704284072134693,23.30990582690116,0.6257553679838941,0.02402666899887695,0.011188094162792447,2.8377053880994995e-05,0.012810197748675032,0.03417338252801861,0.10987476404791373,23.112348156366085,0.6146022719754158
56,7.879474748104403e-05,0.02137771515401209,0.010758680163343795,5.917076910110643e-06,0.010613117916158066,0.033357899954981146,0.10700652826445368,23.29497002115734,0.6258575181809604,0.02219551718431462,0.0110270541844069,8.560303808881846e-07,0.011167607024623459,0.03377152107698755,0.10828720419517418,23.205409972844226,0.6219667935609013
57,7.575535622709693e-05,0.02132278660154146,0.01074224650115214,2.4341680639552806e-06,0.010578105934901433,0.0333345823224073,0.10692808153024798,23.29147569436424,0.6260082240317651,0.02112291122029065,0.01076827014248423,3.7004921766294056e-06,0.010350940635254146,0.033410138350947485,0.10771890739903882,23.276715515903998,0.621773308798466
58,7.274038494909669e-05,0.021202075880155578,0.010675591651135002,2.1423563747779214e-06,0.010524341868055082,0.03306509705826044,0.10645175570259445,23.328000357385832,0.6269141151262471,0.02180191816408726,0.010901008888336432,9.321955240138477e-07,0.01089997704581049,0.033160898951849115,0.10758658842796671,23.288164348566774,0.6223564694762656
59,6.975280905969276e-05,0.021201683099252765,0.010697359305223648,2.412722471483611e-06,0.010501911087582508,0.03313938104627378,0.1064982834407634,23.335873229463935,0.6270409371509096,0.021713064306706095,0.011133741838947369,6.369701660672575e-07,0.01057868552397206,0.033157626934424166,0.10797574839690625,23.284853178379418,0.6221709955186845
60,6.679557693559351e-05,0.021127897502163297,0.010663110089968631,1.9268301126771625e-06,0.010462860585594515,0.0330304017581708,0.10631100868954664,23.362980949916043,0.6276809693386172,0.021934742623059694,0.011050651817196243,1.1812605299180843e-06,0.010882909550448322,0.03317219944474003,0.10849104903211962,23.24708416288294,0.6205913148715019
61,6.387160700787457e-05,0.021110043951029063,0.010662679330763588,2.730302622546573e-06,0.010444634303717094,0.033086618610056455,0.10647017261137091,23.34703758189593,0.6270252760185937,0.021846261121021206,0.01098177100492827,8.563746204974926e-07,0.010863633802418157,0.033140343129064824,0.10802594567692897,23.261831684201834,0.6213794120570016
62,6.098378488183932e-05,0.02100453411416391,0.010611724804203852,2.0318790394113144e-06,0.010390777431528008,0.032855595541132564,0.1060053460815838,23.357556520618942,0.6284504138098497,0.02119339004135017,0.010732142877588318,2.2717359914729387e-06,0.010458975485331376,0.033266799060054315,0.10711677681849516,23.319342143895515,0.6239146485406439
63,5.813496048927527e-05,0.020975560444090866,0.010609217306581448,3.2226729791753214e-06,0.010363120461210795,0.03288986128288881,0.10602537249758223,23.37028844605692,0.6285461816820237,0.021719404373473677,0.011088391014305917,1.1460809885230627e-06,0.010629867311339478,0.033100786928610446,0.10736694910645143,23.29438889572075,0.6234148514824617
64,5.53279452759151e-05,0.020880053236453835,0.010562667582709776,2.046912627175221e-06,0.01031533873577034,0.03272566120091334,0.10566132431802347,23.397642388144313,0.6296089962592631,0.021227085244186056,0.010941314082772402,9.645761375483988e-07,0.010284806619670805,0.03325412027969474,0.10723528126332026,23.298207466535242,0.6243758121494223
65,5.256550942687932e-05,0.02089044236674694,0.010588196872289837,1.994891652234498e-06,0.010300250620721787,0.03282426856332309,0.10576853905221699,23.381792911759916,0.6294050294526666,0.0210890363829983,0.010702050582975915,1.42449050472879e-06,0.01038556139305282,0.032958695885046574,0.10713143481706981,23.309774179910328,0.6238848954122644
66,4.985037913283806e-05,0.020822275566148025,0.010549531138865219,2.6234883683502923e-06,0.010270120905135295,0.03263300475106856,0.10548904083704432,23.40687937660637,0.6301335055551108,0.021201866532157856,0.010727146361921569,1.8877947182035228e-06,0.010472832271571711,0.03290839762063,0.10665200826802755,23.358465202382618,0.6247340969502455
67,4.718523389958982e-05,0.02076954141759999,0.010525037875727006,2.130784093065017e-06,0.010242372759655938,0.032588115992392905,0.10542981635250227,23.406109490546633,0.6301838540075861,0.020959292164138277,0.010739365338057376,8.747478742897683e-07,0.01021905207461483,0.033150483418947774,0.10628029346622074,23.349625231905637,0.6261788495636889
68,4.4572703903713007e-05,0.020715379993044684,0.01051534503480894,1.8240892377136802e-06,0.010198210835758503,0.032679633615912564,0.10540456375624527,23.416177479345016,0.6303250536188019,0.02076929057813534,0.010651291905036884,9.142590472498368e-07,0.010117084326947233,0.03267608968056403,0.1064460702027079,23.36881964559637,0.6257575012755848
69,4.2015367396898945e-05,0.02063994960267823,0.01047692336848609,2.1059498597928217e-06,0.010160920272783359,0.03249968052795663,0.1051849049135128,23.44373591339192,0.6308034934546121,0.021252383277347235,0.010701624691558229,4.086989814576462e-06,0.010546671565011191,0.03301080090278839,0.10660013094639667,23.355938630284797,0.625269644431537
70,3.951574816152884e-05,0.020636389598707266,0.010480475400387068,2.3627801849369084e-06,0.010153551416108443,0.03238749202225721,0.10495729774397802,23.45397806333413,0.631257162070973,0.02063461149955869,0.01060983534135715,9.047499184457047e-07,0.01002387133489851,0.03286459575883814,0.10614912021795865,23.38532123727924,0.6267477415189677
71,3.707631302000538e-05,0.020575035814453597,0.010462512948210555,1.955327466811205e-06,0.010110567531434222,0.03250761601199402,0.10503930503352236,23.445934061527456,0.6316554921011875,0.02066130648663573,0.010598730089268692,5.377133217744495e-07,0.010062038673872542,0.032816956061334515,0.10625041096430513,23.382375369621833,0.6255415952511076
72,3.469946940029666e-05,0.020535146755696444,0.01044177706078802,2.0255994453534314e-06,0.01009134410253767,0.032347209025315134,0.10480011870781664,23.45040379914618,0.6320744459141441,0.02077783144100111,0.010596131631906872,9.332909222211435e-07,0.010180766514571341,0.03253695881891912,0.10603064428050174,23.404855672754028,0.6273246136322267
73,3.238756296009548e-05,0.02047717390997839,0.01042053986391281,1.6935057822798154e-06,0.01005494054414203,0.032290776158156204,0.10475595988863742,23.47588717671616,0.6320604280258943,0.020651915377167644,0.010610040578200598,2.1029853412006326e-06,0.010039771787247282,0.03258007290243514,0.10606680603063826,23.39965708014433,0.6266230060954984
74,3.014287527193854e-05,0.020476672052312055,0.01042894809470225,1.9433213140739376e-06,0.010045780621266941,0.03230615966019726,0.10478163666109082,23.46786138887611,0.6321301575169016,0.021631815605512385,0.010926816630449709,4.4313887677537765e-05,0.010660685038858864,0.03315493867535182,0.10637735958110946,23.3371344611612,0.6261939433216599
75,2.7967621571569583e-05,0.020384336749982065,0.01037624505192551,1.7841717595577919e-06,0.010006307544107636,0.032203963556165977,0.10447349109031603,23.47750008197486,0.6328364775332712,0.02128677987688224,0.010813995000945218,8.874084396761193e-07,0.010471897388410147,0.03266698890934054,0.10599750124145696,23.376922082653785,0.6275809063263158
76,2.586394857176928e-05,0.020388739946468164,0.010390032354065762,1.6813307915004682e-06,0.009997026246178708,0.03207811579033169,0.10443448602765068,23.491066281329854,0.6329083904679829,0.02044258328376284,0.010583802479711567,1.1229071620954136e-06,0.00985765782966491,0.03263240263326173,0.10557909285450051,23.417304832826005,0.6278654211881675
77,2.383393234380899e-05,0.02035703326051223,0.010379491916802016,1.824102851067311e-06,0.00997571723203251,0.03220775801849327,0.10442157947133505,23.48597394712743,0.6331469316926951,0.020724216242503507,0.010656844809579505,2.447281039924014e-06,0.010064924081901261,0.03245192924796149,0.10584194259767282,23.416346474479177,0.6275219728045791
78,2.1879576268618814e-05,0.020319652230385104,0.010366280192879773,1.6941137403382748e-06,0.009951677936299136,0.03213755229996446,0.10429037449178923,23.507580926080387,0.6334342139581794,0.020646617115981324,0.010672794039573797,7.021553553378964e-07,0.00997312088763503,0.032448253194330055,0.10562548811415778,23.421064426082065,0.6275194535355278
79,2.000280905969275e-05,0.020238372960725344,0.010320761096597877,1.6600299536675425e-06,0.009915951836001972,0.03196384202632402,0.10398559621038883,23.51690215187942,0.6342001752587687,0.02038882869232889,0.010514692222202419,6.148772610470096e-07,0.009873521547177596,0.03241283006067184,0.10537514302838506,23.44381734105225,0.6281918135137918
80,1.8205482859681115e-05,0.020319033634509164,0.010373706144680497,1.7993561456445143e-06,0.009943528149903711,0.03203829453452811,0.10427754335116862,23.491108314292454,0.6331065928049094,0.02068697177831958,0.010676773739649264,1.0839744580494153e-06,0.010009114052561318,0.03238700564131092,0.10568197430899251,23.422595046526258,0.6283717818917113
81,1.6489371412549527e-05,0.020237279197775154,0.010338217066893788,1.601853718194941e-06,0.009897460272892981,0.03198363621090194,0.10399723680938368,23.528957861304875,0.634204024931514,0.020292322172325142,0.010489701597361414,1.11673215094777e-06,0.009801503836845086,0.03234395348823814,0.1052924447103254,23.44547157212713,0.6284124573679835
82,1.4856168313107602e-05,0.020213345743704047,0.01032079036406874,1.682768800234221e-06,0.009890872637709052,0.03183210017351258,0.10380415436588313,23.521175271676565,0.6344196895786386,0.02215309865125889,0.010924406951574843,1.6828469780755555e-06,0.011227008859683847,0.03287815203660597,0.10705052289112156,23.29223829662937,0.623780831171821
83,1.3307485335635579e-05,0.020205346119894687,0.010327797282945493,1.913129797575341e-06,0.009875635702877581,0.03196448583398242,0.10398974246467046,23.51425630675272,0.6344226439542454,0.020429331743400964,0.010602233383409272,6.700417032473647e-07,0.00982642835575093,0.03243868235689366,0.10540752823196384,23.433455859360098,0.6289481317240333
84,1.184485084325741e-05,0.02015187942830014,0.010298291931284662,1.5574039074250155e-06,0.009852030082772713,0.03194545454695183,0.10390387916547364,23.519154877887352,0.6343261897047607,0.022544990781802457,0.010981128293529777,1.494104704115572e-06,0.011562368368364608,0.0325329822119716,0.1068338700268507,23.347714364369647,0.6270002018657119
85,1.046970827963108e-05,0.020075776182999543,0.01026204343095902,1.5964794188413883e-06,0.009812136281372499,0.03182606251887785,0.10368684076018567,23.55958634538411,0.6351655967729042,0.020254001069298894,0.010512301794154468,5.549553419761798e-07,0.009741144311701179,0.03228223192113967,0.1050847072530994,23.462628244027616,0.6293190214836394
